sentences,dates,hours
pa arriba pa abajo lento lento,2018-1-27,17:33:45
movimiento naranja,2018-1-27,17:02:27
Scooby,2018-1-27,16:59:40
kumbia king,2018-1-27,16:48:24
el baño,2018-1-27,16:17:35
kumbia king,2018-1-27,16:09:50
kumbia king,2018-1-27,11:00:13
kumbia kings,2018-1-27,11:00:11
after all daniel fernandes,2018-1-26,22:06:08
close my eyes matisyahu live,2018-1-26,20:27:56
close my eyes matisyahu,2018-1-26,20:25:38
close my eyes,2018-1-26,20:25:31
dembow,2018-1-26,10:21:07
bonita,2018-1-26,10:18:15
scooby doo pa pa lele pons,2018-1-26,10:04:19
ñengo,2018-1-26,9:27:05
bonita kevin roldan,2018-1-25,6:14:01
bonita,2018-1-25,6:13:51
callejón,2018-1-24,19:13:31
crazy lost frequencies,2018-1-24,19:12:12
Damian Marley - Road To Zion (EFIX &amp; XKAEM Cover),2018-1-24,19:10:54
Gostan - Klanga (De Hofnar Remix),2018-1-24,19:02:00
How long charly,2018-1-24,19:01:25
no man no cry,2018-1-24,18:53:17
perfect,2018-1-24,18:31:31
cancion bonita moral d,2018-1-24,8:24:28
cancion bonita,2018-1-24,7:06:11
como funciona greenify,2018-1-24,6:31:38
greenify,2018-1-24,6:13:25
aplicación para invernar app,2018-1-24,6:12:52
grif root,2018-1-24,6:12:07
root,2018-1-23,22:16:20
root para xiaomi redmi note 4,2018-1-23,22:14:09
aumentar rendimiento de bateria android,2018-1-23,21:50:25
miui 9 vs android one,2018-1-23,18:25:41
road to zion,2018-1-23,6:37:58
road to zion,2018-1-22,22:13:52
how long,2018-1-22,22:10:06
set y gets en c++,2018-1-22,21:30:26
surface,2018-1-22,14:54:04
quizas quizas andrea bocelli,2018-1-22,9:30:18
quizas letra,2018-1-22,9:30:13
vivo por ella andrea bocelli,2018-1-22,6:38:54
ted x,2018-1-21,22:55:21
clases en c++,2018-1-21,20:13:20
Tutorial C++ 27 codigo facilito,2018-1-21,20:11:57
Tutorial C++ 27,2018-1-21,20:11:24
Tutorial C++ 27: Clases,2018-1-21,20:11:17
pill,2018-1-21,15:21:56
kygo,2018-1-21,15:19:44
marqués,2018-1-21,14:51:19
donde vive luisito comunica,2018-1-20,16:11:09
luisito comunica,2018-1-20,15:52:42
kygo,2018-1-20,10:46:03
dembow,2018-1-19,19:32:51
dembow,2018-1-19,11:06:23
sony topes de gama,2018-1-19,10:16:21
andrea bocelli,2018-1-19,6:57:27
andrea bocelli,2018-1-19,5:18:03
clases en c++,2018-1-17,17:25:52
Can&#39;t Help Falling In Love andrea bocelli,2018-1-17,17:12:11
time to say goodbye andrea bocelli,2018-1-17,17:10:26
vivo por ella andrea bocelli,2018-1-17,17:04:43
andrea bocelli,2018-1-17,17:04:21
besame mucho andrea bocelli,2018-1-17,17:02:27
quizas quizas andrea bocelli,2018-1-17,16:59:53
andrea bocelli perfidia,2018-1-17,16:53:46
andrea bocelli por ti,2018-1-17,16:51:40
andreas bocelli,2018-1-17,16:44:25
quinta sinfonia de beethoven,2018-1-17,15:33:21
dembow,2018-1-17,8:42:00
youtube con fondo negro android,2018-1-17,8:02:30
youtube con fondo negro,2018-1-17,7:54:56
youtube con fonfo negro,2018-1-17,7:54:18
youtube red gratis,2018-1-17,7:51:11
youtube en negro,2018-1-17,7:46:13
bmw m3,2018-1-15,22:46:32
bmw m1,2018-1-15,22:45:54
gabaldoni,2018-1-15,22:24:18
ted x,2018-1-14,23:19:35
nexus 6p,2018-1-14,17:28:16
lg q5,2018-1-14,15:15:16
álvaro sáenz de vector,2018-1-14,15:10:36
álvarosáenzde vector,2018-1-14,15:10:32
álvaro sáenz de,2018-1-14,15:10:22
álvarosáenzde,2018-1-14,15:10:13
brett dennen,2018-1-13,21:10:34
andrea bocelli,2018-1-13,21:06:59
karol g,2018-1-13,20:59:48
movimiento naranja,2018-1-13,20:58:11
dejame te explico,2018-1-13,20:57:39
como a rata,2018-1-13,20:49:16
la modelo,2018-1-13,20:45:43
perfidia,2018-1-13,19:32:46
downtown,2018-1-13,19:13:37
gps,2018-1-13,19:07:18
android oreo xiaomi redmi note 4,2018-1-13,18:46:03
cambiar rom a xiaomi redmi note 4,2018-1-13,18:25:31
redmi note 4 rr rom,2018-1-13,18:14:59
como a rata,2018-1-13,16:14:25
movimiento naranja,2018-1-13,16:14:18
perfidia andrea bocelli,2018-1-13,10:16:25
bicicleta sobre el agua,2018-1-13,9:44:33
cyanogenmod xiaomi redmi note 4,2018-1-12,23:38:14
cyanogenmod,2018-1-12,23:38:08
andrea bocelli,2018-1-12,19:19:53
perfidia andrea bocelli,2018-1-12,10:26:50
perfidia andrea bocelli,2018-1-12,9:40:44
perfidia,2018-1-12,9:40:36
perfil de un psicopata,2018-1-12,9:40:30
andrea bocelli,2018-1-12,9:18:07
andrea bocelli,2018-1-11,6:18:01
scooby doo pa pa,2018-1-10,19:44:23
movimiento naranja,2018-1-10,19:42:31
andrea bocelli,2018-1-10,19:33:38
andrea bocelli,2018-1-10,18:38:40
musica e eros ramazzotti andrea bocelli,2018-1-10,18:38:14
eros ramazzotti,2018-1-10,18:32:54
si no creyera silvio rodriguez,2018-1-10,18:16:28
while y for python,2018-1-10,13:26:56
gps,2018-1-10,11:14:29
Python Tutorial for Absolute Beginners #3,2018-1-9,20:01:40
Python Tutorial for Absolute Beginners #4,2018-1-9,20:01:35
cs dojo phyton,2018-1-9,20:00:20
como usar virtual dj 8,2018-1-9,11:47:13
Python Tutorial for Absolute Beginners #3,2018-1-9,10:10:23
Python Tutorial for Absolute Beginners #2,2018-1-9,8:43:15
luisito comunica,2018-1-9,8:35:29
phyton csdojo,2018-1-9,7:50:19
movimiento naranja,2018-1-8,13:35:23
como a rata,2018-1-8,11:00:00
kumbia kings,2018-1-8,10:55:41
me pones en tension,2018-1-8,10:31:47
me pones en tens,2018-1-8,10:31:41
descargar python,2018-1-8,9:21:15
cs dojo phyton,2018-1-8,9:16:22
movimiento naranja,2018-1-8,0:55:21
como a rata,2018-1-8,0:09:01
scooby doo pa pa,2018-1-8,0:02:42
olha explosao,2018-1-8,0:01:55
daddy y yankee,2018-1-7,23:59:18
voy a beber,2018-1-7,23:57:31
cumbia king,2018-1-7,23:55:39
gasolina,2018-1-7,23:23:53
reggaeton viejo,2018-1-7,23:23:12
scooby doo pa pa original,2018-1-7,23:21:10
scooby doo pa pa,2018-1-7,23:21:04
scooby doo,2018-1-7,23:20:25
ted,2018-1-7,22:10:09
movimiento naranja,2018-1-7,19:36:04
movimiento naranja,2018-1-7,15:19:15
movimiento naranja,2018-1-7,13:17:37
movimiento naranja,2018-1-7,11:57:05
solo mia,2018-1-6,14:38:50
lady whuuu,2018-1-6,11:03:42
kygo,2018-1-6,8:00:41
and i will always love you,2018-1-6,8:00:13
verde 70,2018-1-5,10:03:15
rompe los niveles,2018-1-5,9:54:32
luisito comunica tedx,2018-1-4,22:04:17
luisito comunica,2018-1-4,22:01:19
j balvin,2018-1-3,16:01:04
bonita,2018-1-2,12:03:09
Just jammin gramatik,2018-1-2,7:13:54
Just jamming gramatik,2018-1-2,7:13:50
besame zion,2018-1-2,6:37:53
saber si mi celular tiene virus,2018-1-1,21:54:40
perfect ed sheeran ft andrea bocelli,2017-12-22,8:25:29
perfect,2017-12-22,8:25:09
in the air tonight,2017-12-21,12:43:42
in the air tonight,2017-12-21,9:13:00
como a rata,2017-12-20,18:11:12
pa riba pa bajo,2017-12-20,17:58:54
cual bum bum,2017-12-20,17:58:30
olha explosao,2017-12-20,17:51:16
una y otra vez,2017-12-20,17:46:15
mi mala,2017-12-20,17:46:03
corazon maluma,2017-12-20,17:40:15
manuel turizo,2017-12-20,17:34:44
fkj live,2017-12-20,17:22:54
fkj,2017-12-20,17:22:46
p10 lite,2017-12-19,12:41:18
mike bahia,2017-12-19,10:04:03
dejame te explico,2017-12-18,23:36:34
xiaomi a1,2017-12-18,16:40:14
xiaomi a1 vs huawei p10 lite,2017-12-18,16:40:06
perfect,2017-12-17,20:20:02
luisito comunica,2017-12-17,20:07:37
aprendi la diferencia entre el juego y el azar,2017-12-17,10:22:25
lotus,2017-12-16,13:15:48
lotus español,2017-12-16,13:15:33
salomon,2017-12-16,13:04:06
zorel morales,2017-12-16,12:01:41
zorel,2017-12-16,12:00:36
fuerzas de van der waals,2017-12-16,11:50:40
salomon,2017-12-16,9:57:19
carrera gt,2017-12-16,9:40:06
juca,2017-12-16,9:11:32
la despedida,2017-12-14,11:35:13
mala,2017-12-14,11:26:21
ted x,2017-12-13,7:02:57
ted x,2017-12-11,22:10:28
mala,2017-12-11,19:09:40
topes de gama,2017-12-11,18:44:07
string c++,2017-12-11,17:52:33
cambiar de int a char,2017-12-11,17:52:00
jorge ulloa tedx,2017-12-11,14:12:40
como hacer drift,2017-12-10,19:07:09
downtown,2017-12-10,12:14:53
mala,2017-12-9,18:22:51
homasapiens,2017-12-9,14:57:32
volumen de un cono truncado con base elíptica,2017-12-9,7:28:34
sumar elipses,2017-12-9,7:26:51
cono con base elíptica,2017-12-9,7:07:25
cono en forma de elipse,2017-12-9,7:04:38
volumen de un cono eliptico,2017-12-9,6:45:16
latex,2017-12-8,23:16:47
porsche gt,2017-12-8,7:57:30
jorge ulloa tedx,2017-12-6,19:47:31
j balvin,2017-12-6,19:29:30
maluma,2017-12-6,19:29:02
enchufetv,2017-12-6,19:28:43
casey neistat,2017-12-6,19:28:18
youtube rewind 2017,2017-12-6,19:21:12
como quitar la resaca,2017-12-6,7:09:39
hoy,2017-12-5,20:34:54
maneater,2017-12-5,20:29:35
el chulla quiteño,2017-12-5,20:25:39
la despedida,2017-12-5,20:19:51
kevin roldan,2017-12-5,20:08:37
maluma,2017-12-5,19:23:06
maluma obsesion,2017-12-5,19:20:49
ed sheeran,2017-12-5,18:42:33
juan david maya,2017-12-5,15:41:43
eterno convoy,2017-12-5,15:11:36
natalia lafourcade,2017-12-5,15:00:29
peter bernstein billie&#39;s bounce,2017-12-5,14:59:03
peter bernstein blue monk,2017-12-5,14:58:36
el caribefunk aguacero,2017-12-5,14:43:54
el caribe funk,2017-12-5,14:43:16
debryanshow,2017-12-3,22:48:04
juanpa zurita,2017-12-3,22:45:03
enchufetv les encargo la casa,2017-12-3,22:42:26
programar,2017-12-3,20:30:11
sola,2017-12-2,15:56:12
ñejo,2017-12-2,15:48:19
la nena tiene quimico,2017-12-2,15:47:48
canciones clásicas en italiano,2017-12-1,19:42:57
la meg tun tun tun,2017-12-1,19:42:36
la meg v,2017-12-1,19:42:27
la meg være,2017-12-1,19:42:01
principio de cavalieri en español,2017-12-1,19:22:37
cavlieri,2017-12-1,19:22:23
casate conmigo,2017-12-1,10:05:55
la despedida,2017-12-1,9:11:56
sola anuel,2017-11-30,21:19:06
limon y sal,2017-11-30,21:09:11
a lo pelotero,2017-11-30,21:07:06
conejito,2017-11-30,21:05:05
corazón de chancho,2017-11-30,21:01:39
dejame robarte un beso,2017-11-30,21:00:10
dimelo,2017-11-30,20:42:55
tu jardín con enanitos,2017-11-30,20:33:51
julieta venegas,2017-11-30,20:30:19
julieta venegas mix,2017-11-30,20:30:09
la última vez,2017-11-30,20:25:55
la última de enamorandonos,2017-11-30,20:25:42
te vas conmigo farruko,2017-11-30,20:24:15
casate conmigo,2017-11-30,20:18:00
this girls,2017-11-30,20:17:20
epicentro,2017-11-30,20:15:52
these girls,2017-11-30,20:14:23
maluma,2017-11-30,20:13:42
dejala que vuelva,2017-11-30,20:06:20
kid cudi guetta,2017-11-30,20:03:21
cudi,2017-11-30,20:03:07
david guetta,2017-11-30,20:02:58
sexy bitch guetta,2017-11-30,20:02:45
sexy bitch,2017-11-30,20:02:02
alors on danse,2017-11-30,20:00:30
cumbia king,2017-11-30,19:56:56
como a rata,2017-11-30,19:55:06
date la vuelta y ponte en 4,2017-11-30,19:54:13
datea,2017-11-30,19:54:00
te voy a poner en 4,2017-11-30,19:53:05
pescaito carlos vives,2017-11-30,19:51:43
move your body,2017-11-30,19:49:38
mrrevillz passenger,2017-11-30,6:29:42
kreizivoy,2017-11-29,20:44:08
luisito comunica,2017-11-29,20:32:47
werevertumorro,2017-11-29,19:41:58
que chuchas ñengosos,2017-11-28,16:56:33
felipe crespo,2017-11-28,16:44:26
guardarraya,2017-11-28,15:08:59
estar solo es mejor,2017-11-26,19:51:40
juegos de pc,2017-11-26,17:35:00
el nene la amenazzy,2017-11-24,20:50:09
sola anuel,2017-11-24,20:49:39
waldy o perreostyle,2017-11-24,20:46:49
pa arriba pa abajo lento lento,2017-11-24,20:44:30
ella quiere quimico video oficial,2017-11-24,20:43:08
ella quiere quimico,2017-11-24,20:41:54
químico químico cancion,2017-11-24,20:40:36
químico químico,2017-11-24,20:40:28
bailame,2017-11-24,20:34:59
el nene la amenazzy,2017-11-24,20:08:51
estar solo es mejor no hay tristeza no hay dolor,2017-11-24,18:04:33
no hay tristeza no hay dolor,2017-11-24,18:03:31
ozuna,2017-11-24,11:40:57
shape of you,2017-11-24,8:24:35
guachinanga,2017-11-24,6:30:01
willst du,2017-11-22,14:58:50
la rubia y la de pelo nego,2017-11-21,14:19:41
sola,2017-11-21,6:43:19
luisito comunica,2017-11-21,6:38:57
void c++,2017-11-20,21:06:31
sola,2017-11-19,16:51:33
anuel,2017-11-19,16:50:37
j balvin,2017-11-19,16:47:09
a solas,2017-11-19,11:07:58
siguelo bailando,2017-11-18,18:47:11
reggae en ingles,2017-11-17,15:03:35
reggae,2017-11-17,14:03:17
como hacer tallarin con atun,2017-11-17,12:58:48
ulefone t1,2017-11-17,9:47:52
daddy y yankee,2017-11-16,7:18:29
don omar,2017-11-16,7:18:07
ñengo flow,2017-11-16,7:16:42
practicalo,2017-11-16,7:05:24
me gustas,2017-11-16,6:58:53
explicale,2017-11-16,6:55:30
mala rodriguez,2017-11-16,6:40:33
esta noche te vas conmigo,2017-11-16,6:31:14
dashiawezca,2017-11-16,5:50:31
mazda autodinamico,2017-11-15,22:47:50
mazda autodinamico,2017-11-15,22:17:24
porsche 911 turbo s 2017,2017-11-15,21:50:49
porsche cayenne 2018,2017-11-15,21:50:34
la formula,2017-11-14,5:41:25
yo te ire a buscar tu mamá no se va a levantar,2017-11-13,19:38:04
dimelo,2017-11-13,18:47:25
son de amores amores que matan amores que ríen amores que lloran amores que amargan,2017-11-12,12:35:57
luisito comunica,2017-11-12,11:45:17
enchufetv,2017-11-12,11:41:37
what lovers do,2017-11-12,0:17:53
havana,2017-11-12,0:15:09
piso 21 volvera,2017-11-12,0:14:06
corazon maluma,2017-11-12,0:08:28
miguel bose,2017-11-12,0:01:14
los pericos runaway,2017-11-11,23:59:47
señales les petit batards,2017-11-11,23:58:01
convoy radiactivo,2017-11-11,23:56:00
nova sonic festival ecuador,2017-11-11,23:54:52
novasonic,2017-11-11,23:54:33
anillos de saturno,2017-11-11,23:50:58
anillos de compromiso,2017-11-11,23:50:48
mike bahia,2017-11-11,22:58:55
felipe crespo,2017-11-11,22:37:47
hasta que choque el hueso,2017-11-11,22:34:27
kreizivoy entrevistas a ñengositos,2017-11-11,22:31:36
kreizivoy,2017-11-11,22:23:48
krazyboy,2017-11-11,22:22:57
luisito comunica amster,2017-11-11,22:20:48
el nene la amenazzy,2017-11-11,21:35:43
el callejon,2017-11-11,21:22:19
la cumbia del marcianito,2017-11-11,21:20:20
maria paz cevallos,2017-11-11,21:00:39
maria paz,2017-11-11,20:58:50
te ves mejor sin maquillaje,2017-11-11,20:47:24
werevertumorro,2017-11-11,19:33:58
dimelo,2017-11-11,18:01:31
dimelo si piensas volver dimelo,2017-11-11,18:01:12
dimelo si piensas volver,2017-11-11,17:58:37
enchufetv,2017-11-10,22:41:11
nath campos,2017-11-10,21:54:16
numero aleaatorio c++,2017-11-10,20:31:35
klingande,2017-11-10,20:24:26
whatsapp plus,2017-11-9,15:23:22
whatsapp en negro,2017-11-9,15:12:51
whasapp en negro,2017-11-9,15:12:48
youtube negro apk,2017-11-9,14:56:10
youtube en negro android,2017-11-9,14:48:38
YouTube en negro pc,2017-11-9,14:29:55
un montón de estrellas Gilberto,2017-11-9,6:44:49
un montón de estrellas,2017-11-9,6:44:34
bethoven,2017-11-9,6:08:02
ted x,2017-11-8,22:40:06
razon aurea,2017-11-8,18:18:42
musica numero de oro,2017-11-8,18:11:10
kygo firestone,2017-11-8,15:31:17
razon aurea documental,2017-11-8,14:43:00
razon aurea,2017-11-8,14:42:42
fibonacci,2017-11-8,14:35:50
mike bahia,2017-11-6,6:02:26
honor 10,2017-11-6,5:53:46
honor 9,2017-11-6,5:47:24
honor 6x,2017-11-6,5:47:11
israel kamakawiwo&#39;ole,2017-11-6,5:40:32
israel kamakawiwo ole,2017-11-6,5:40:06
xiaomi a1,2017-11-5,15:22:32
xiaomi x5,2017-11-5,15:07:21
xiaomi a1 unboxing,2017-11-5,15:02:49
huawei gr5,2017-11-5,9:46:31
huawei p9 lite,2017-11-5,9:29:03
huawei p9 lite vs gr5,2017-11-5,9:26:39
xiaomi note 4 vs huawei p9 lite 2017,2017-11-5,8:02:49
xiaomi note 4,2017-11-4,23:01:11
xiaomi a1,2017-11-4,22:24:07
xiaomi note 4 vs xiaomi mi a1,2017-11-4,22:23:15
xiaomi note 4,2017-11-4,22:19:28
somewhere over rain,2017-11-2,6:46:45
cambiar apariencia whatsapp Android root,2017-11-2,6:29:02
cambiar apariencia whasapp Android root,2017-11-2,6:28:58
whatsapp pro gadget review,2017-11-2,6:28:07
pro gadget review,2017-11-2,6:27:44
cambiar apariencia whatsapp android,2017-11-2,6:24:37
serie de taylor,2017-11-1,10:10:18
eliminar mensajes en whatsapp,2017-10-31,6:28:50
rotación de la tierra,2017-10-29,14:03:50
german,2017-10-29,13:12:17
mcklopedia,2017-10-28,11:02:34
the police so lonely,2017-10-28,9:58:52
rombai,2017-10-27,15:05:46
ed sheeran,2017-10-26,6:34:06
luna,2017-10-25,19:33:27
egoista ozuna,2017-10-24,6:42:24
rombo en c++,2017-10-23,22:21:16
triangulo rectangulo en c++,2017-10-23,21:15:25
triangulos en c++,2017-10-23,20:56:36
triangulo de numeros c++,2017-10-23,14:42:14
sustitucion trigonometrica,2017-10-22,17:35:27
kreizivoy,2017-10-22,0:21:35
tocarte toa,2017-10-21,22:28:38
los mensajes del whatsapp,2017-10-21,22:20:56
integrales por sustitucion trigonometricas,2017-10-21,16:50:26
blu,2017-10-21,11:54:43
nunca paran,2017-10-21,11:51:38
y te encanta este baile que hipnotiza,2017-10-21,11:42:31
huawei gr5,2017-10-21,11:18:05
xiaomi redmi mi5,2017-10-21,11:04:01
xiaomi redmi note 4 pro español,2017-10-21,11:02:22
huawei p10 vs redmi note 4,2017-10-21,9:28:59
proceso endotermico y exotermico,2017-10-20,12:45:32
exotermica y endotermica,2017-10-20,12:39:52
gorillaz live,2017-10-20,9:11:55
heads will roll remix,2017-10-20,8:54:10
heads will roll,2017-10-20,8:52:35
persuif of happiness,2017-10-20,8:43:53
trap nation,2017-10-20,8:42:09
old school,2017-10-20,8:33:32
el farsante,2017-10-20,8:31:25
voy a encenderte,2017-10-20,8:30:01
tengo la noche,2017-10-20,8:29:23
loca,2017-10-20,8:28:06
es que no eres tu soy yo,2017-10-20,7:38:43
sutra,2017-10-20,7:38:18
la mona reggaeton,2017-10-20,6:59:51
una cita,2017-10-19,17:34:14
doblar papel derivando,2017-10-19,12:32:10
arctic monkeys,2017-10-17,11:09:05
peleas de gallos,2017-10-17,10:54:56
mcklopedia,2017-10-17,10:52:07
convoy radiactivo,2017-10-17,10:48:57
programming tedx,2017-10-16,22:35:37
ted x,2017-10-16,22:34:30
alorndance,2017-10-16,20:00:13
alrn dance,2017-10-16,19:59:58
la mona,2017-10-16,18:34:31
mcklopedia,2017-10-15,11:03:17
en busca de tus brazos otra vez,2017-10-14,19:14:38
en busca de tus brazos,2017-10-14,19:14:32
convoy radiactivo,2017-10-14,19:01:48
willst du,2017-10-14,12:00:19
feeling good avicii,2017-10-14,12:00:01
desencriptar telefono android,2017-10-14,9:04:38
encriptar telefono huawei,2017-10-14,9:02:12
formatear un huawei,2017-10-14,8:21:00
como borrar un celular,2017-10-14,8:14:42
como ahorrar dinero,2017-10-13,23:42:05
zozo vlog,2017-10-13,21:26:17
jorge ulloa tedx,2017-10-13,11:45:47
trabajo de subir una cuerda,2017-10-13,10:07:31
trabajo,2017-10-13,10:06:16
xiaomi mi6,2017-10-13,9:21:28
integracion trigonometrica sen3x,2017-10-13,9:06:33
integracion trigonometrica,2017-10-13,9:06:25
integracion de una raiz cuadrada,2017-10-13,8:54:56
integracion por partes,2017-10-13,8:31:28
one plus 5 vs xiaomi mi6,2017-10-13,7:08:34
one plus 5,2017-10-13,7:08:16
xiaomi mi6,2017-10-13,6:40:28
one plus 5,2017-10-13,6:22:38
for c++,2017-10-12,22:41:25
for,2017-10-12,22:41:18
for y while c++,2017-10-12,22:35:26
while break c++,2017-10-12,22:30:54
no me llames sebastian yatra,2017-10-12,6:31:38
feeling good avicii,2017-10-12,6:23:24
derivada de sen^-1,2017-10-11,18:53:29
que es politica,2017-10-10,17:39:59
politica,2017-10-10,17:39:42
integrales trigonometricas,2017-10-10,15:42:56
trabajo mecanico julioprofe,2017-10-10,14:38:14
trabajo depositos julio profe,2017-10-10,9:31:17
trabajo depositos,2017-10-10,9:31:03
trabajo depositos stewart,2017-10-10,7:55:03
feeling good avicii,2017-10-9,13:34:13
feeling good,2017-10-9,13:33:55
ritmo base reggaeton,2017-10-8,9:31:27
batalla de gallos mcklopedia,2017-10-8,0:03:25
sucesión de fibonacci con while,2017-10-5,10:07:17
sucesión de fibonacci,2017-10-5,10:07:07
el estudio ideal,2017-10-5,7:08:07
canciones reggaeton,2017-10-5,6:37:22
becky g,2017-10-4,20:21:04
reggaeton,2017-10-4,20:17:53
rombai,2017-10-4,20:12:14
esa barbita,2017-10-4,17:37:52
suena el dembow,2017-10-4,17:30:03
supe que eras para mi mi mi,2017-10-4,17:29:50
pa mi pa ti,2017-10-4,17:06:37
loca,2017-10-4,17:03:35
muchachita,2017-10-3,15:01:16
solos lary over,2017-10-3,14:58:53
calculo masa molar por elevacion punto de ebullición,2017-10-1,14:35:44
calclulo masa molar por elevacion punto de ebulliciion,2017-10-1,14:35:40
dragon ball rap,2017-9-28,15:24:17
ed sheeran,2017-9-28,6:33:05
verde 70,2017-9-28,6:15:05
rawayana,2017-9-26,19:02:42
dua lipa,2017-9-25,20:29:19
cascarones julioprofe,2017-9-25,18:56:38
liquidos no volatiles,2017-9-24,14:32:27
liquidos no volatines,2017-9-24,14:30:46
kevin roldan,2017-9-24,11:17:48
bonita,2017-9-24,11:17:24
1 semejanza y 1 diferencia entre el proletario europeo de hoy y el proletario europeo en 1850,2017-9-23,22:38:09
programacion tedx,2017-9-23,9:27:00
derivar,2017-9-23,9:22:31
pasar de char a double,2017-9-22,20:07:37
detectar ingreso de letras c++,2017-9-22,19:16:35
los mendoza,2017-9-22,18:58:12
julieta venegas,2017-9-22,8:27:39
volumenes julioprofe,2017-9-21,17:51:08
numeros enteros y decimales c++,2017-9-20,23:23:21
criminal ozuna,2017-9-20,19:25:12
temblor México,2017-9-20,19:02:06
cast c++ que es,2017-9-18,23:00:52
ingresar un numero y crear variables c++,2017-9-18,22:23:09
integracion por partes,2017-9-18,19:03:12
luna,2017-9-18,18:55:00
resistencias en serie y paralelo,2017-9-18,17:21:46
mouse gamer,2017-9-17,20:37:22
que mouse utilizar,2017-9-17,20:36:24
que mause utilizar,2017-9-17,20:36:03
ciclocross,2017-9-17,19:45:05
errores iracionales c++,2017-9-17,13:39:42
ecucion sin solucion c++,2017-9-17,13:30:18
tarjetas graficas,2017-9-17,9:57:44
travel with no money,2017-9-17,0:47:01
zoe luna,2017-9-16,19:19:00
julieta venegas,2017-9-16,15:30:35
zoe luna,2017-9-16,15:28:02
cometer errores tedx,2017-9-15,22:50:46
wlady o perreostyle,2017-9-15,20:16:17
waldy o perreostyle,2017-9-15,20:16:15
perreo style,2017-9-15,20:16:06
ozuna,2017-9-15,20:04:58
gente de zona,2017-9-15,19:59:25
3 am,2017-9-15,19:54:38
marqués,2017-9-15,19:51:01
gustavo cerati unplugged,2017-9-15,19:44:40
julieta venegas y miguel bose moren mia,2017-9-15,19:30:12
julieta venegas,2017-9-15,19:10:25
integral 1/x,2017-9-15,10:53:05
integrales,2017-9-15,10:52:46
integrantes,2017-9-15,10:52:38
integral definida con limites variables,2017-9-15,10:35:42
sacar senos y cosenos con las manos,2017-9-15,9:35:19
integral definida con variable,2017-9-15,9:33:03
area entre curvas,2017-9-15,8:56:13
felipe crespo y kreizivoy,2017-9-15,0:47:52
venezolana habla mal de ecuador,2017-9-15,0:17:06
kike jav,2017-9-15,0:14:23
calcular electrones de valencia y numero de enlaces,2017-9-14,17:27:35
calcular electrones de valencia y nuemro de enlaces,2017-9-14,17:26:47
estructura de lewis,2017-9-14,17:15:11
crazy,2017-9-14,6:39:22
ted x,2017-9-12,21:44:34
i&#39;m the one,2017-9-11,21:28:29
more than you know,2017-9-11,21:21:54
more than you know,2017-9-11,20:42:12
2u,2017-9-11,20:34:24
i&#39;m the one,2017-9-11,18:21:57
mama jonas blue,2017-9-11,10:36:26
more than you know,2017-9-11,10:19:18
integrales por sustitucion,2017-9-10,18:33:36
integrales por sustitucion definidas,2017-9-10,18:17:47
integral e^x^2,2017-9-10,18:12:36
integrales definidas,2017-9-10,17:54:04
integral de un numero elevado a x,2017-9-10,17:46:45
die besten pop deutsche musik,2017-9-9,23:45:21
die besten deutsche musik,2017-9-9,23:44:44
die besten deutche musik,2017-9-9,23:44:41
willst du,2017-9-9,23:43:43
bilst du,2017-9-9,23:43:30
bist du,2017-9-9,23:43:21
revolverheld,2017-9-9,23:36:10
luisito comunica,2017-9-9,23:12:28
integrales indefinidas,2017-9-9,22:54:04
integrales definidas,2017-9-9,22:23:22
integrales definidas por sustitucion,2017-9-9,22:23:02
luisito comunica,2017-9-9,15:04:56
integrales definidas julioprofe,2017-9-8,17:41:57
integrales julioprofe,2017-9-8,17:41:16
and this is crazy song,2017-9-7,16:57:14
and this is crazy song,2017-9-6,18:57:45
travel with no money,2017-9-6,18:34:58
trabel with no money,2017-9-6,18:34:54
4 babys,2017-9-4,22:24:50
bad bunny,2017-9-4,22:12:15
hay que cometer errores,2017-9-4,22:03:22
travel with no money,2017-9-4,21:40:08
integrales con raiz,2017-9-4,20:53:30
travel with no money,2017-9-4,20:37:21
neutralizar base fuerte,2017-9-4,19:26:06
ozuna natti natasha,2017-9-4,5:45:16
marqués,2017-9-3,23:59:26
travel with no money,2017-9-3,22:56:26
integral indefinida con raiz julioprofe,2017-9-3,21:34:17
integral con raiz,2017-9-3,21:34:11
en busca de la felicidad,2017-9-3,11:08:06
gracy,2017-9-3,10:47:17
marqués,2017-9-3,9:20:15
luisito comunica,2017-9-3,8:58:54
sumas de riemann,2017-9-2,22:41:39
j alvarez,2017-9-1,13:31:17
no vacancy,2017-9-1,10:56:06
j alvarez,2017-9-1,10:30:03
j alvarez,2017-8-31,20:56:46
los mensajes de whatsapp,2017-8-31,18:30:27
verde 70,2017-8-30,21:03:20
ni vos corriste por mi ni yo me quede llorando en frente de ti,2017-8-30,21:00:12
ni vos corriste por mi ni yo me quede llorsndo en frente de ti,2017-8-30,21:00:09
ni vos corriste por mi,2017-8-30,20:59:48
suma de riemann,2017-8-29,20:35:38
explicale,2017-8-28,19:32:53
c++,2017-8-28,18:37:30
dron que te sigue ciclismo,2017-8-27,9:40:24
dron que te sigue,2017-8-27,9:37:32
buscando huellas j balvin descargar,2017-8-26,19:44:44
wlady o perreostyle,2017-8-25,20:35:02
waldy o perreostyle,2017-8-25,20:35:00
waldy o perreo,2017-8-25,20:34:31
bad bunny,2017-8-25,20:30:56
